title,issn,specialty
Вопросы гематологии / онкологии и иммунопатологии в педиатрии,1726-1708,14.01.13; 14.03.09; 28.12.20; 16.10.20; 3.1.21; 3.1.6; 3.1.11; 3.1.28; 3.3.8; 3.1.33; 01.02.20; 3.1.6; 3.2.7; 3.2.7; 07.12.20
"Вопросы гинекологии, акушерства и перинатологии",1726-1678,3.1.4; 01.02.20
Вопросы государственного и муниципального управления. Public Administration Issues,1999-5431,08.00.05; 12.00.01; 28.12.20; 16.10.20; 5.5.3; 21.02.20; 5.2.7; 27.05.20
Вопросы детской диетологии,1727-5784,14.01.28; 28.12.20; 16.10.20; 3.1.21; 01.02.20; 1.5.4; 1.5.7; 1.5.7; 3.1.11; 3.1.18; 3.1.19; 3.1.30; 3.2.1; 11.04.20
Вопросы диетологии,2224-5448,14.01.28; 28.12.20; 16.10.20; 3.1.19; 3.3.6; 01.02.20; 3.1.19; 3.1.30; 3.3.6; 15.02.20
Вопросы журналистики,2618-8422,5.9.9; 21.02.20
"Вопросы журналистики, педагогики, языкознания",2712-7451,10.01.10; 28.12.20; 16.10.20; 09.12.20
(до 09.12.2020 г. наименование в Перечне «Научные ведомости Белгородского государственного университета. Серия: Гуманитарные науки» ISSN,2075-4574,10.02.01; 10.02.04; 10.02.05; 10.02.19; 5.8.1; 5.8.7; 01.02.20; 5.9.5; 5.9.6; 5.9.8; 5.9.9; 5.9.9; 5.9.9; 5.9.9; 28.11.20
Вопросы защиты информации – научно-практический журнал,2073-2600,05.13.15; 28.12.20; 16.10.20; 2.3.1; 2.3.5; 1.2.2; 2.3.6; 01.02.20
Вопросы инновационной экономики,2222-0372,08.00.05; 28.12.20; 16.10.20; 5.2.5; 01.02.20
Вопросы истории естествознания и техники,0205-9606,5.6.6; 01.02.20; 5.6.6; 5.6.6; 5.6.6; 5.6.6; 5.6.6; 5.6.6
Вопросы кибербезопасности,2311-3456,05.13.15; 05.13.17; 05.26.02; 26.03.20; 16.10.20; 2.3.1; 2.3.6; 01.02.20; 1.2.4; 2.2.15; 2.3.5; 2.3.6; 15.02.20
Вопросы когнитивной лингвистики,1812-3228,10.01.03; 10.02.01; 10.02.04; 10.02.05; 10.02.19; 10.02.20; 26.03.20; 16.10.20; 5.9.1; 5.9.2; 23.09.20; 5.9.3; 5.9.5; 5.9.6; 5.9.8; 5.9.9; 5.12.3
"Вопросы курортологии, физиотерапии и лечебной физической культуры",0042-8787,3.1.8; 3.1.18; 3.1.20; 3.1.33; 3.1.33; 26.01.20
Вопросы лексикографии,2227-4200,10.02.01; 10.02.19; 28.12.20; 16.10.20; 5.9.5; 5.9.8; 5.12.3; 21.02.20
Вопросы лесной науки,2658-607X,1.5.9; 1.5.15; 1.5.19; 4.1.6; 4.1.6; 11.12.20
Вопросы материаловедения,1994-6716,05.02.11; 05.17.06; 26.03.20; 16.10.20; 2.5.3; 2.5.5; 2.5.6; 2.5.7; 2.5.8; 2.6.1; 2.6.2; 2.6.3; 2.6.4; 2.6.5; 2.6.7; 2.6.9; 01.02.20; 2.5.9; 2.6.11; 2.6.6
Вопросы медиабизнеса,3034-1930,
Вопросы методики преподавания в вузе,2227-8591,5.8.2; 5.8.7; 29.03.20
Вопросы наркологии,0234-0623,14.01.06; 14.01.27; 28.12.20; 16.10.20; 3.3.3; 3.3.6; 01.02.20; 3.1.17; 3.1.17; 3.3.3; 3.3.6; 3.3.6; 20.03.20
Вопросы национальных и федеративных отношений,2226-8596,23.00.01; 23.00.03; 23.00.05; 23.00.06; 28.12.20; 16.10.20; 5.6.1; 5.6.4; 5.6.7; 5.5.2; 5.5.4; 01.02.20; 5.5.1; 5.5.3; 21.02.20
Вопросы нейрохирургии им. Н.Н. Бурденко,0042-8817,3.1.6; 3.1.10; 3.1.12; 3.1.25; 26.01.20
Вопросы новой экономики,1994-0556,08.00.05; 08.00.13; 28.12.20; 16.10.20; 5.2.1; 5.2.4; 5.2.5; 01.02.20; 5.2.3; 5.2.6; 21.02.20
Вопросы нормативно-правового регулирования в ветеринарии,2072-6023,06.02.01; 06.02.01; 06.02.02; 06.02.02; 06.02.03; 06.02.03; 06.02.04; 06.02.04; 06.02.05; 06.02.05; 28.12.20; 07.07.20; 06.02.06; 06.02.06; 06.02.07; 06.02.07; 06.02.08; 06.02.08; 06.02.10; 06.02.10
Вопросы обеспечения качества лекарственных средств,2309-6039,14.04.03; 28.12.20; 16.10.20; 3.3.6; 3.3.6; 3.4.1; 3.4.2; 3.4.2; 3.4.2; 3.4.3; 01.02.20
ВОПРОСЫ ОБОРОННОЙ ТЕХНИКИ. Научно– технический журнал. Серия 16. Технические средства противодействия терроризму,2306-1456,01.02.01; 05.02.11; 28.12.20; 16.10.20; 20.00.00; 28.12.20; 28.02.20; 1.1.8; 1.1.9; 2.5.6; 01.02.20; 19.03.20; 6.0.0; 09.04.20
Вопросы образования Educational Studies,1814-9545,08.00.05; 13.00.05; 22.00.03; 28.12.20; 16.10.20; 5.2.4; 5.8.1; 5.8.2; 5.8.7; 5.4.4; 5.4.6; 01.02.20; 5.2.3; 5.4.2; 5.4.2; 5.4.3; 20.03.20
Вопросы онкологии,0507-3758,1.5.4; 3.1.4; 3.1.6; 3.1.6; 3.1.9; 3.1.25; 10.06.20
Вопросы ономастики,1994-2400,10.02.01; 10.02.02; 28.12.20; 16.10.20; 10.02.03; 10.02.04; 10.02.05; 10.02.19; 10.02.20; 10.02.21; 10.02.22; 5.9.7; 01.02.20
Вопросы питания,0042-8833,1.5.4; 1.5.5; 3.1.18; 3.1.21; 3.1.30; 3.1.33; 3.2.1; 3.2.1; 3.3.4; 4.3.3; 4.3.3; 4.3.5; 4.3.5; 15.02.20; 1.5.4; 15.06.20
Вопросы политической экономии,2412-9666,08.00.05; 09.08.20; 16.10.20; 5.2.1; 5.2.5; 01.02.20
Вопросы политологии,2225-8922,23.00.01; 28.12.20; 16.10.20; 5.5.2; 5.5.4; 01.02.20; 5.5.1; 5.5.3; 5.6.1; 5.6.7; 5.4.5; 21.02.20
"Вопросы права, экономики и технологий",2949-5172,5.1.1; 5.1.2; 5.2.5; 5.2.7; 1.2.1; 30.10.20
Вопросы практической кольпоскопии. Генитальные инфекции,2782-6392,3.1.4; 3.1.6; 20.05.20
Вопросы практической педиатрии,1817-7646,14.01.28; 14.02.03; 14.03.09; 09.03.20; 16.10.20; 3.1.19; 3.1.3; 3.1.21; 01.02.20; 3.1.22; 3.1.7; 3.1.26; 3.1.11; 3.1.29; 3.1.27; 3.1.30; 3.2.7; 3.2.3; 15.02.20
Вопросы прикладной лингвистики,2306-1286,5.9.6; 5.9.8; 22.10.20
Вопросы психического здоровья детей и подростков,2305-9133,14.01.06; 19.00.13; 28.12.20; 16.10.20; 3.2.5; 01.02.20; 3.1.17; 3.1.17; 5.3.7; 26.01.20
Вопросы психолингвистики,2077-5911,10.02.01; 10.02.04; 10.02.19; 28.12.20; 16.10.20; 5.9.8; 31.05.20
Вопросы радиационной безопасности,1816-9643,02.00.09; 02.00.09; 26.03.20; 16.10.20; 03.02.09; 03.02.09; 1.4.13; 1.4.13; 1.5.15; 1.5.15; 3.3.3; 3.3.3; 3.3.4; 01.02.20; 1.5.1; 1.5.1; 1.5.15; 1.6.21; 2.4.9; 20.03.20
Вопросы радиоэлектроники,2218-5453,05.11.06; 05.11.18; 05.27.06; 28.12.20; 16.10.20; 2.2.4; 2.2.8; 2.2.11; 2.2.12; 2.2.13; 2.2.14; 2.2.16; 01.02.20
"Вопросы радиоэлектроники, серия Техника телевидения",0492-5726,05.11.18; 05.13.17; 28.12.20; 16.10.20; 2.2.4; 2.2.6; 2.2.11; 2.2.13; 2.2.15; 2.2.16; 01.02.20; 2.3.1; 15.02.20
Вопросы региональной экономики,2078-4023,08.00.05; 08.00.12; 08.00.13; 28.12.20; 16.10.20; 5.2.4; 5.2.5; 01.02.20; 5.2.3; 21.02.20
Вопросы реконструктивной и пластической хирургии,1814-1471,3.1.8; 3.1.9; 3.1.16; 01.02.20
Вопросы российского и международного права,2222-5129,12.00.01; 12.00.02; 12.00.03; 28.12.20; 16.10.20; 12.00.05; 12.00.06; 12.00.08; 12.00.09; 12.00.10; 12.00.11; 12.00.14; 12.00.15; 5.1.1; 5.1.2; 5.1.3; 5.1.4; 5.1.5; 21.02.20
Вопросы рыболовства,0234-2774,1.5.13; 01.02.20; 1.5.20; 4.2.6; 4.2.6; 4.2.6; 09.02.20; 5.2.3; 27.03.20
Вопросы современной лингвистики / Key Issues of Contemporary Linguistics,2949-5059,10.02.04; 10.02.05; 28.12.20; 16.10.20; 19.12.20
Вопросы современной науки и практики. Университет им. В.И. Вернадского,1990-9047,08.00.05; 28.12.20; 16.10.20; 1.5.15; 5.8.2; 5.8.7; 01.02.20; 5.2.3; 20.07.20
Вопросы современной педиатрии,1682-5527,14.01.28; 14.02.03; 14.03.09; 28.12.20; 16.10.20; 3.1.19; 3.1.21; 3.1.22; 3.1.11; 3.1.12; 3.1.27; 3.1.29; 3.1.32; 3.3.3; 3.3.6; 3.1.23; 01.02.20; 3.1.24; 3.1.30; 20.03.20
Вопросы статистики,2313-6383,08.00.05; 08.00.12; 08.00.13; 22.00.03; 28.12.20; 16.10.20; 5.2.1; 01.02.20; 5.2.2; 5.2.3; 5.4.2; 5.4.2; 5.4.3; 5.4.3; 21.02.20
Вопросы степеведения,2712-8628,1.5.9; 1.5.15; 1.6.12; 1.6.13; 1.6.21; 4.1.1; 22.05.20
Вопросы театра. Proscaenium,0507-3952,17.00.01; 17.00.02; 17.00.03; 17.00.04; 17.00.05; 17.00.09; 28.12.20; 16.10.20; 24.00.01; 5.10.1; 5.10.1; 5.10.3; 01.11.20
Вопросы теологии,2658-5200,26.00.01; 01.03.20; 16.10.20; 5.11.1; 5.11.2; 5.11.3; 20.12.20
Вопросы теории и практики журналистики (Theoretical and Practical Issues of Journalism),2308-6203,10.01.10; 10.02.01; 28.12.20; 16.10.20; 5.9.9; 20.12.20
Вопросы теоретической экономики,2587-7666,5.2.1; 5.4.2; 5.4.2; 5.5.3; 5.5.3; 27.04.20
Вопросы управления / Management Issues,2304-3369,
Вопросы урологии и андрологии,2307-6631,3.1.13; 01.02.20
Вопросы филологии,1562-1391,10.01.01; 10.01.02; 10.01.03; 10.01.10; 10.02.01; 10.02.02; 10.02.03; 10.02.04; 10.02.05; 10.02.19; 10.02.20; 26.03.20; 16.10.20; 5.9.3; 5.9.4; 01.02.20
Вопросы экономики,0042-8736,08.00.05; 28.12.20; 16.10.20; 5.2.1; 5.2.4; 5.2.5; 01.02.20
Вопросы экономики и права,2072-5574,12.00.01; 12.00.04; 12.00.10; 28.12.20; 16.10.20; 5.1.2; 5.2.1; 5.2.3; 5.2.6; 21.02.20
Вопросы электромеханики. Труды ВНИИЭМ,2500-1299,05.09.01; 05.09.02; 05.09.03; 05.07.06; 05.07.07; 03.07.20; 16.10.20; 2.5.12; 2.5.13; 2.5.16; 2.2.14; 2.2.14; 01.02.20; 2.2.15; 2.2.15; 2.2.16; 2.2.16; 2.4.1; 2.4.2; 14.12.20
Вопросы электротехнологии,2309-6020,05.09.01; 05.09.02; 05.09.03; 05.09.10; 05.09.12; 28.12.20; 16.10.20; 2.2.4; 2.2.11; 01.02.20; 2.4.1; 2.4.2; 2.4.4; 21.10.20
Вопросы ювенальной юстиции,2072-3695,12.00.01; 12.00.02; 12.00.03; 12.00.08; 12.00.09; 15.10.20; 16.10.20; 12.00.10; 12.00.11; 5.1.1; 5.1.2; 5.1.4; 5.1.5; 01.11.20
Воронежский научно- технический вестник,2311-8873,2.5.5; 2.5.6; 2.9.5; 25.05.20
Воспитание и обучение детей с нарушениями развития,2074-4986,5.8.3; 01.02.20; 5.3.8; 08.02.20
Воспитание школьников,0130-0776,5.8.2; 5.3.4; 01.02.20
Восток. Афро-азиатские общества:История и современность,0869-1908,10.02.22; 28.12.20; 16.10.20; 5.6.1; 5.6.2; 5.6.3; 5.6.4; 5.6.5; 01.02.20; 5.6.7; 5.5.4
Восточная Азия: факты и аналитика,2686-7702,5.2.5; 5.5.4; 5.6.7; 19.12.20
Восточнославянская филология,1992-9196,5.8.2; 5.9.1; 5.9.2; 5.9.3; 5.9.4; 5.9.5; 5.9.6; 5.9.8; 05.02.20
Врач и информационные технологии,1811-0193,2.3.4; 01.02.20; 10.07.20; 2.3.1; 2.3.5; 3.3.9; 3.3.9; 11.07.20
Временник Зубовского института,2221-8130,17.00.02; 24.00.01; 07.05.20; 16.10.20; 17.00.09; 04.02.20; 16.10.20; 5.7.8; 01.02.20; 5.10.1; 5.10.3; 28.11.20
Всеобщая история,2307-1656,5.6.1; 5.6.2; 5.6.4; 5.6.5; 5.6.6; 5.6.7; 01.02.20
Все о мясе,2071-2499,05.18.04; 05.18.12; 05.02.23; 12.02.20; 16.10.20; 4.3.3; 4.3.5; 13.10.20
Всероссийский криминологический журнал,2500-4255,5.1.4; 01.11.20
Всероссийский криминологический журнал / Russian journal of criminology,2500-1442,5.1.4; 01.10.20
Всероссийский научно- практический журнал социальных и гуманитарных исследований,2949-1134,5.3.5; 5.3.9; 5.7.1; 5.7.7; 5.8.1; 5.8.7; 19.12.20
"Всероссийский научный журнал ""Вопросы правоведения""",2073-5022,12.00.01; 12.00.02; 12.00.03; 12.00.04; 12.00.05; 12.00.06; 28.12.20; 16.10.20; 12.00.07; 12.00.08; 12.00.09; 12.00.10; 12.00.11; 12.00.12; 12.00.13; 12.00.14; 12.00.15
"Всероссийский научный журнал ""Общественные науки""",2079-5505,12.00.01; 12.00.02; 12.00.03; 12.00.04; 12.00.05; 12.00.06; 12.00.07; 12.00.08; 12.00.09; 28.12.20; 16.10.20; 12.00.10; 12.00.11; 12.00.12; 12.00.13; 12.00.14; 12.00.15
Вспомогательные исторические дисциплины,0130-0865,5.6.1; 5.6.2; 5.6.5; 5.6.8; 25.06.20
Высокотехнологическая медицина,2542-1646,3.1.6; 3.1.9; 3.1.12; 01.02.20
Высшее образование в России,0869-3617,5.4.4; 5.4.6; 5.7.6; 5.7.7; 5.8.1; 5.8.2; 5.8.7; 01.02.20
Высшее образование сегодня,1726-667X,13.00.04; 28.12.20; 16.10.20; 13.00.05; 19.00.05; 5.3.1; 5.3.2; 5.3.4; 5.8.1; 5.8.2; 5.8.7; 01.02.20; 5.3.5; 5.8.5; 5.8.6; 21.02.20
Вычислительная механика сплошных сред — Computational continuum mechanics,1999-6691,1.1.8; 1.1.8; 1.1.9; 1.1.9; 1.2.2; 1.2.2; 01.02.20
Вычислительные методы и программирование: Новые вычислительные технологии (Электронный научный журнал),1726-3522,1.1.6; 1.2.2; 1.2.2; 01.02.20; 2.3.5; 2.3.5
Вятский медицинский вестник,2220-7880,14.01.06; 14.03.09; 28.12.20; 16.10.20; 3.1.4; 3.1.7; 3.1.9; 3.1.11; 3.1.18; 3.1.20; 3.1.21; 3.1.22; 3.1.23; 3.3.2; 3.3.2; 3.3.3; 3.3.3; 3.3.5; 3.3.6; 01.02.20
Газовая промышленность,0016-5581,05.02.13; 26.03.20; 16.10.20; 2.6.9; 01.02.20; 2.8.5; 2.4.5; 2.4.7; 2.6.1; 2.6.12; 2.8.2; 2.8.3; 2.8.4; 20.03.20
Гальванотехника и обработка поверхности,0869-5326,05.02.23; 26.03.20; 16.10.20; 1.4.6; 2.6.9; 2.6.9; 01.02.20
Гасырлар авазы – Эхо веков,2073-7475,5.6.1; 5.6.2; 5.6.3; 01.02.20
Гелиогеофизические исследования,2304-7380,1.3.1; 1.3.4; 1.6.9; 1.6.9; 2.2.4; 2.2.10; 20.05.20
Генетика и разведение животных,2410-2733,06.02.01; 28.12.20; 16.10.20; 06.02.06; 06.02.06; 06.02.07; 06.02.07; 06.02.08; 06.02.08; 06.04.01; 1.5.5; 1.5.5; 1.5.23; 01.02.20; 1.5.7; 4.2.1; 4.2.3; 4.2.3; 4.2.4; 4.2.4
Гений Ортопедии ORTHOPAEDIC QENIUS,1028-4427,3.1.8; 01.02.20
Географический вестник,2079-7877,25.00.30; 25.00.35; 28.12.20; 16.10.20; 1.6.12; 1.6.13; 1.6.16; 1.6.21; 01.02.20; 1.6.18; 1.6.20; 20.03.20
География в школе,0016-7207,5.8.1; 5.8.2; 5.8.7; 01.02.20; 1.6.13; 20.04.20; 25.12.20
Географическая среда и живые системы / Geographical Environment and Living Systems (до 25.12.2020 наименование в Перечне «Вестник Московского государственного областного университета. Серия «Естественные науки» ISSN,2072-8352,
Геодезия и картография,0016-7126,25.00.33; 28.12.20; 16.10.20; 1.6.19; 1.6.22; 01.02.20; 1.6.1; 1.6.15; 1.6.20; 14.12.20; 25.00.12; 25.00.12; 25.00.35; 26.03.20; 16.10.20; 1.6.9; 1.6.9; 1.6.9; 1.6.21; 01.02.20
Геология и геофизика Юга России,2221-3198,25.00.03; 25.00.12; 25.00.12; 25.00.35; 25.00.35; 25.00.35; 25.00.35; 26.03.20; 16.10.20; 25.00.01; 25.00.22; 15.04.20; 16.10.20; 1.6.9; 01.02.20; 1.6.9; 1.6.9; 1.6.10; 1.6.10; 1.6.12
