network_type,source_author,target_author,topic,thread_count,evidence
co_participation,Mark Phillips,Stephen Hodge,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Mark Phillips,Paul Kekai Manansala,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Mark Phillips,Michael Witzel,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Luis Gonzalez-Reimann,Mark Phillips,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Leonard Zwilling,Richard Barz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Leonard Zwilling,Peter Wyzlic,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Leonard Zwilling,Palaniappa,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,L.S.Cousins,Prasad Velusamy,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Michael Witzel,Rustam Masalewala,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Mark Froelich,Rustam Masalewala,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Mark Froelich,Michael Witzel,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Salmon (Kettenpom),Michael Witzel,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Peter Wyzlic,youri martini,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,george9252,robert langston,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Raveen Satkurunathan,robert langston,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Raveen Satkurunathan,george9252,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paul Kekai Manansala,robert langston,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paul Kekai Manansala,george9252,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Chris Wallis,robert langston,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Chris Wallis,george9252,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,K V N Gopal,jonathan silk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,K V N Gopal,Yaroslav V. Vassilkov,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,K V N Gopal,Richard Barz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,K V N Gopal,Peter Wyzlic,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,K V N Gopal,Mary Storm,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Ramadas,Yashwant Malaiya,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Ramadas,Royce Wiles,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Michael Witzel,Royce Wiles,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Michael Witzel,Ramadas,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Madhav Deshpande,Ramadas,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Klaus Karttunen,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Klaus Karttunen,Raveen Satkurunathan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Klaus Karttunen,Ramadas,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Leonard Zwilling,jonathan silk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Leonard Zwilling,Yaroslav V. Vassilkov,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Leonard Zwilling,S Krishna,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,Peter Wyzlic,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,Palaniappa,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,Mary Storm,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,Madhav Deshpande,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,K V N Gopal,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Frances Pritchett,Yaroslav V. Vassilkov,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Noel Salmond,Raveen Satkurunathan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Axel Michaels,nanda chandran,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Axel Michaels,Mikael Aktor,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Ashok Aklujkar,Mikael Aktor,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Claude Setzer,Dmitriy Lielukhine,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Nobumi Iyanaga,Pierre-Sylvain Filliozat,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Graefe,Madhav Deshpande,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Raveen Satkurunathan,Royce Wiles,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Leonard Zwilling,Mary Storm,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Leonard Zwilling,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Periannan Chandrasekaran,balakrishnan raju,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Claude Setzer,Joseph Walser,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Royce Wiles,nanda chandran,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Nobumi Iyanaga,Sam Garg,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Nobumi Iyanaga,Paul Kekai Manansala,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Arlo Griffiths,Sven Ekelin,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Koenraad Elst,Peter Freund,Bibliographic requests,1,authors appear in the same public archive threads
co_participation,Timothy C. Cahill,hmdplawr at UXMAIL.UST.HK,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,L.S.Cousins,Timothy C. Cahill,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Federico Squarcini,hmdplawr at UXMAIL.UST.HK,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Federico Squarcini,Timothy C. Cahill,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Federico Squarcini,L.S.Cousins,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,K V N Gopal,Leonard Zwilling,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,jonathan silk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,Yaroslav V. Vassilkov,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean Fezas,Richard Barz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Miroslav Rozehnal,Yashwant Malaiya,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Miroslav Rozehnal,Yaroslav Vassilkov,General scholarly discussion,1,authors appear in the same public archive threads
